room_type,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,price
0,2,0,1,0,45
1,5,53,3,267,170
0,3,2,3,0,65
0,2,4,2,28,95
0,1,1,1,157,55
0,1,68,1,63,46
0,4,160,2,79,55
1,6,39,2,258,87
0,2,0,1,0,50
1,1,92,1,316,105
0,3,92,1,200,77
1,1,32,1,2,96
1,11,8,1,0,149
1,7,0,1,10,170
0,3,4,2,0,72
1,1,3,1,0,150
2,2,2,1,0,40
0,3,34,1,3,150
0,7,0,1,0,60
0,2,6,1,0,70
0,2,85,1,159,75
1,2,4,1,44,250
1,3,160,2,256,75
0,1,0,1,178,55
1,2,49,1,62,199
1,3,15,1,43,250
0,1,0,1,15,125
0,5,30,3,180,75
1,4,8,1,0,130
1,7,3,1,0,299
0,4,53,1,39,59
0,1,0,1,0,76
1,3,2,2,0,130
0,1,14,1,48,75
1,1,2,1,0,100
0,2,8,3,342,49
0,5,4,1,88,75
1,2,1,1,0,350
0,2,14,3,90,155
0,1,0,1,0,45
1,4,11,1,0,108
0,2,0,2,175,60
1,2,3,1,0,80
1,2,0,2,10,180
1,3,9,1,24,125
1,2,4,1,0,250
1,3,125,2,314,170
1,1,0,4,90,250
1,3,3,1,0,137
1,4,0,2,0,250
1,4,48,1,327,160
1,6,4,1,7,259
1,2,21,1,88,225
0,4,2,1,0,75
1,3,1,1,9,120
0,2,10,1,0,87
1,2,22,1,168,300
1,5,1,1,0,700
0,1,0,1,0,139
0,5,55,1,0,89
1,2,27,1,159,100
0,1,12,4,180,51
0,2,5,1,0,60
1,2,0,1,76,110
1,4,1,3,173,200
0,2,0,1,30,85
1,2,8,1,0,115
1,1,2,1,0,150
1,3,54,1,83,125
0,3,7,1,58,60
1,5,11,1,0,200
1,2,2,2,0,350
1,2,3,2,167,160
0,5,3,2,364,85
0,1,0,1,56,35
0,7,46,1,0,95
0,1,3,3,89,79
1,2,148,1,0,116
0,3,0,2,0,80
1,3,2,1,0,140
2,1,11,3,53,35
0,4,0,1,0,40
1,3,38,1,296,260
0,2,21,3,41,85
0,1,1,1,89,300
1,3,1,1,0,253
1,1,1,1,0,157
1,2,26,1,0,140
0,1,3,1,0,40
1,5,0,1,0,200
0,3,25,2,0,49
0,5,22,2,359,70
0,1,13,2,365,52
1,3,13,2,118,113
1,2,129,1,220,219
1,2,21,1,313,175
1,7,1,1,325,3000
1,2,18,1,90,85
1,2,0,2,0,115
0,1,74,1,48,90
2,2,13,1,0,60
1,5,53,1,0,199
0,2,26,2,55,150
1,2,11,1,18,164
0,4,10,3,189,42
1,4,2,1,26,100
0,1,33,1,19,68
0,1,25,1,241,35
0,3,0,1,0,60
0,1,0,1,0,85
1,2,11,1,280,225
0,1,50,1,90,45
0,1,3,4,0,108
1,1,75,1,294,75
1,2,3,1,8,375
0,2,290,1,26,129
1,2,0,1,4,145
2,1,3,4,350,30
1,3,10,1,275,185
1,2,4,1,208,375
1,1,0,1,9,150
0,2,0,1,0,53
1,3,14,2,150,2500
1,3,87,1,73,150
0,1,0,1,359,100
0,3,35,1,0,80
0,1,7,1,88,150
1,1,79,1,173,99
1,2,41,1,60,150
1,4,0,1,0,160
0,1,142,4,223,81
0,4,1,1,0,95
1,2,18,2,63,170
1,2,69,1,69,150
0,4,16,2,166,89
1,6,12,1,66,255
1,2,109,1,261,105
1,2,45,1,302,199
1,5,9,1,0,270
1,1,8,1,213,300
0,2,4,1,0,55
0,3,2,3,169,150
1,3,2,1,0,250
0,1,81,4,0,60
1,1,1,1,134,100
0,2,21,1,141,125
0,3,2,1,39,50
1,10,0,1,34,160
0,1,2,1,0,46
0,2,0,3,171,38
0,3,4,1,0,44
0,1,1,1,0,25
0,1,1,1,0,70
0,1,7,1,0,30
1,2,12,1,128,215
0,4,109,2,284,59
1,2,41,2,342,125
1,2,114,3,79,295
1,2,57,1,1,138
0,1,4,2,160,50
1,2,39,1,0,230
0,7,1,1,0,50
0,7,2,1,0,33
1,4,86,1,1,127
0,5,84,3,296,49
1,2,5,1,0,129
0,3,136,2,291,40
1,2,51,3,0,99
0,7,1,1,0,50
0,1,16,1,21,60
0,1,2,1,0,93
1,4,152,1,142,80
0,5,0,2,67,59
1,1,31,1,84,299
1,6,1,1,0,115
1,1,48,1,0,140
1,2,89,1,55,150
0,2,22,3,29,35
1,2,23,1,0,200
0,2,1,1,4,35
0,3,17,1,126,44
1,1,179,1,0,150
1,6,9,1,0,150
1,4,1,1,0,60
0,2,68,1,0,69
1,6,6,2,12,159
0,1,11,3,177,129
0,2,4,1,164,75
1,2,17,1,31,199
0,3,5,1,1,90
1,1,2,1,362,400
0,10,3,1,0,50
0,4,160,1,23,89
1,5,23,1,3,360
1,4,3,1,12,85
1,1,7,1,0,149
0,2,5,1,0,50
1,3,1,1,0,134
1,1,2,1,0,250
0,1,0,1,0,45
1,1,0,1,0,140
1,3,4,1,0,75
1,7,7,1,0,149
1,7,16,1,0,200
0,1,0,1,0,60
1,1,0,4,44,600
1,3,17,1,280,199
1,2,3,1,0,137
0,1,72,1,228,50
0,1,73,2,34,65
0,3,2,1,0,60
1,5,5,1,221,335
1,5,8,1,118,150
0,7,30,2,82,110
1,2,68,1,89,135
0,2,5,1,165,95
0,1,7,2,364,125
0,1,32,1,188,65
1,3,4,1,0,75
1,3,2,4,177,499
1,4,2,1,0,380
1,3,3,1,0,120
0,3,1,2,107,66
0,5,2,1,0,75
1,1,9,3,0,87
0,2,3,1,0,99
1,5,88,1,326,149
0,2,3,1,0,90
0,1,0,1,0,80
1,3,12,1,0,150
2,1,0,1,89,100
0,2,7,1,207,85
0,1,0,1,0,150
0,4,0,1,193,750
1,2,0,1,0,125
0,5,2,1,0,30
1,1,22,1,39,169
1,1,188,1,328,165
0,1,1,1,0,65
1,3,1,1,0,100
1,10,0,1,0,199
0,2,5,1,364,99
0,1,2,1,0,60
1,6,15,1,0,99
1,4,105,1,328,190
0,7,3,1,250,60
0,1,1,1,0,120
0,4,7,1,32,45
0,2,24,1,318,85
0,5,1,1,0,75
0,1,0,2,346,79
1,3,0,1,358,450
0,2,86,2,307,89
0,2,13,1,283,47
0,2,8,1,22,52
0,2,206,2,0,65
1,3,12,2,3,450
1,2,2,1,0,200
0,1,4,3,0,53
0,1,37,3,364,58
1,1,0,1,0,100
1,4,3,1,0,100
0,2,8,2,363,90
1,1,1,1,337,450
0,4,0,2,36,40
1,5,5,2,179,250
1,2,19,1,18,144
1,2,28,1,0,200
1,5,1,1,0,100
0,2,25,2,125,69
1,5,14,1,0,150
1,10,31,1,55,165
0,7,0,2,49,60
1,1,0,1,0,750
1,3,3,1,0,105
1,1,74,1,338,290
0,1,4,1,0,55
1,5,0,1,0,275
0,3,1,1,0,50
1,4,1,1,13,135
0,7,1,1,0,115
0,2,0,1,305,89
0,3,12,2,289,85
0,1,12,3,338,120
0,3,5,1,0,50
0,2,1,1,0,45
0,3,35,2,53,110
1,4,138,1,248,112
1,1,138,1,225,155
0,1,5,2,0,50
0,1,23,1,0,75
0,2,43,1,302,45
0,1,1,1,0,45
2,1,8,4,0,65
0,1,11,2,0,60
1,5,0,1,20,165
0,1,2,1,0,95
1,2,11,1,0,450
0,2,8,1,0,74
0,2,0,2,84,40
0,1,0,1,0,85
1,2,2,1,0,99
1,2,29,3,38,105
0,1,80,1,340,125
0,2,6,1,85,275
1,2,19,1,1,150
0,3,98,1,0,100
0,2,30,1,24,99
1,2,320,1,0,325
0,1,1,1,0,33
1,2,9,2,0,175
1,1,12,1,65,100
1,2,8,1,75,100
1,10,12,1,0,119
1,3,5,1,1,94
1,2,171,1,183,70
0,1,52,3,159,119
0,1,34,1,93,70
0,3,0,1,0,65
0,2,0,1,40,60
1,1,0,1,0,125
1,2,43,1,0,140
0,1,0,3,365,159
1,1,0,1,0,235
1,2,0,1,0,150
1,3,4,1,0,186
1,1,1,2,99,85
0,1,1,2,364,450
0,4,0,1,0,100
0,2,8,1,80,60
1,2,1,1,0,92
0,2,14,1,97,79
1,2,2,1,160,75
1,2,37,1,86,165
0,1,16,4,134,75
1,1,229,1,7,99
1,4,118,2,17,60
0,1,7,2,157,55
1,1,50,1,333,99
1,2,0,2,71,125
1,3,76,1,248,90
1,2,0,1,0,131
0,4,0,2,0,50
0,2,72,2,293,50
1,3,0,2,0,120
0,1,13,2,335,100
0,1,45,3,75,66
0,1,0,2,0,70
0,1,1,1,125,700
1,2,29,1,234,399
0,4,19,1,89,55
0,2,0,1,0,65
0,2,6,1,84,75
1,2,3,1,0,159
0,1,0,1,31,67
1,2,57,1,25,250
1,7,1,1,0,150
0,2,5,1,53,55
1,2,11,3,6,115
0,2,0,1,0,75
0,5,1,3,0,85
1,2,32,1,265,115
0,3,58,1,364,96
1,4,10,1,4,120
1,7,0,1,365,150
1,4,52,1,188,250
1,5,0,1,0,71
1,2,8,1,0,125
0,3,2,1,0,110
0,9,3,1,0,80
0,2,3,4,353,85
1,1,18,1,0,125
0,3,0,1,0,60
0,1,0,1,0,80
1,3,2,1,0,175
0,7,3,3,0,85
0,3,5,1,0,89
1,2,54,1,283,90
0,5,3,3,11,75
1,1,2,1,0,300
0,2,6,1,0,60
0,3,52,1,0,90
0,1,0,1,0,50
0,1,2,1,0,75
0,2,6,1,0,58
1,2,47,1,0,325
1,4,75,1,151,235
1,3,10,1,0,200
0,2,3,2,5,89
1,1,237,1,0,350
0,4,0,2,8,140
0,3,134,2,23,130
0,4,3,1,0,70
1,2,2,1,0,225
1,2,0,1,0,180
0,3,50,4,9,40
1,5,1,1,0,500
0,2,31,1,28,80
1,2,198,1,92,150
1,2,102,1,235,139
0,2,14,1,32,95
0,10,1,4,31,99
0,2,53,1,8,54
0,1,1,2,36,50
1,2,13,1,0,200
1,2,77,2,61,135
0,5,1,1,0,80
2,1,47,1,362,110
0,1,4,1,0,43
1,3,7,2,190,168
0,2,23,1,172,62
0,1,64,4,22,35
0,7,2,1,0,46
0,2,66,1,89,250
1,2,44,1,153,325
1,2,231,2,22,85
1,2,3,1,2,100
1,2,9,1,10,120
1,3,1,3,302,300
2,4,1,1,0,20
0,1,8,1,0,62
1,1,1,1,0,125
0,2,63,2,316,54
0,1,5,2,145,100
0,2,1,3,365,150
1,1,5,1,0,225
1,3,11,1,249,700
0,1,0,1,0,99
1,2,16,1,0,125
1,1,25,1,2,200
0,1,0,1,33,40
0,1,1,2,177,140
1,2,38,1,3,125
0,10,5,2,44,36
0,2,0,1,0,350
1,1,112,1,221,125
1,10,1,2,0,200
0,3,192,1,60,180
1,7,26,1,1,195
1,3,0,1,252,195
1,5,4,1,0,250
0,1,0,1,180,120
1,3,0,1,17,150
0,2,1,1,0,40
2,7,0,1,42,40
1,6,0,1,0,150
1,3,2,1,0,160
1,6,2,1,0,149
0,1,39,2,74,70
0,2,1,2,157,55
1,2,48,1,280,250
0,2,11,4,0,100
1,3,87,1,32,170
0,1,0,1,180,149
0,3,0,2,363,68
0,3,7,1,0,75
1,3,37,2,124,79
1,2,20,1,0,168
0,4,6,1,0,65
0,1,75,1,11,115
1,4,2,1,0,140
1,5,6,1,8,174
0,2,0,1,136,46
1,3,8,2,0,65
0,2,2,1,0,100
0,2,0,1,0,85
1,2,9,1,268,795
1,3,69,2,99,113
1,6,1,1,149,399
1,5,2,1,0,150
1,3,6,1,20,180
0,3,72,1,157,65
0,3,24,1,153,50
1,5,6,1,0,225
0,1,42,1,0,80
1,5,87,1,118,265
0,4,8,2,275,120
0,1,9,1,0,45
0,3,107,1,279,75
0,3,5,1,0,35
1,1,4,1,0,120
0,2,48,2,12,45
0,1,0,1,0,65
0,2,0,1,84,202
1,2,59,1,53,245
1,1,0,3,365,550
0,4,0,3,2,79
0,3,2,1,0,31
0,3,213,1,281,110
0,1,8,1,365,200
2,1,0,2,360,100
0,1,68,2,14,48
1,3,16,1,0,116
0,3,66,3,264,55
1,3,4,1,0,150
0,11,0,1,48,36
0,3,0,1,5,119
1,3,19,1,0,170
1,7,29,1,237,211
0,6,1,1,0,68
1,1,1,1,0,230
1,3,86,1,25,100
0,1,8,1,175,62
1,2,2,1,189,80
1,2,22,3,5,80
0,3,65,1,25,135
0,3,11,1,66,45
0,2,1,1,0,37
0,1,5,1,0,75
1,5,2,1,78,200
1,1,41,1,299,275
0,1,0,1,0,600
0,3,0,1,0,35
1,2,205,1,233,185
1,2,23,1,149,85
1,3,7,1,5,187
0,1,49,1,81,46
0,1,113,2,233,75
1,4,0,1,0,380
1,1,0,1,0,103
1,2,5,2,338,200
0,2,0,4,179,100
0,1,28,1,21,100
0,3,13,2,65,30
0,2,11,2,0,69
1,2,0,1,0,105
0,2,14,1,168,45
1,2,15,1,365,315
1,7,1,1,0,175
1,2,50,2,298,150
1,1,67,2,340,174
0,5,3,1,0,30
0,1,0,1,0,45
0,3,3,1,0,115
0,1,2,2,365,228
0,1,15,1,361,40
0,1,4,1,0,75
0,2,7,2,49,70
1,1,5,1,361,500
1,3,59,1,184,245
1,2,2,1,0,200
1,3,6,1,0,165
0,4,22,2,266,45
0,1,19,4,165,50
1,2,26,1,272,99
0,3,43,1,59,95
1,1,77,1,116,240
1,2,53,1,36,90
1,2,18,1,0,102
1,4,19,1,343,160
0,5,2,1,0,99
1,1,3,1,0,170
1,7,6,1,0,137
1,3,12,1,0,175
0,1,62,4,307,155
0,3,1,1,365,250
1,1,125,1,0,145
1,7,98,1,94,195
1,3,24,2,26,260
0,3,33,4,146,39
1,1,94,1,0,195
1,3,4,2,133,278
0,3,0,1,0,65
1,2,11,1,0,200
1,2,17,1,0,100
0,1,70,3,90,40
1,7,1,1,0,50
1,1,0,1,0,75
1,4,0,1,344,307
0,1,0,1,0,80
0,1,8,1,57,45
0,2,1,1,0,89
0,2,51,1,170,60
1,5,34,1,365,300
1,1,261,1,245,295
1,5,8,1,0,210
1,4,143,1,204,300
1,2,100,1,0,150
1,3,44,1,48,250
0,2,77,1,107,50
0,1,2,1,0,75
0,3,1,2,0,72
1,5,27,1,0,220
0,1,47,2,71,48
0,3,118,1,0,85
0,7,0,1,23,90
1,3,60,3,17,395
1,7,0,3,122,120
0,7,0,1,0,90
1,2,18,1,0,249
1,2,60,1,297,175
1,3,81,2,9,110
0,2,28,1,3,48
0,1,229,3,310,60
1,1,0,1,0,200
0,3,97,2,14,85
1,1,3,1,0,190
0,2,1,2,65,80
1,3,7,1,242,169
1,3,92,2,121,125
0,1,81,1,29,125
0,5,0,1,0,70
0,2,1,1,0,85
1,2,1,1,0,300
1,3,0,1,237,299
1,3,0,1,5,198
1,3,1,1,0,124
1,3,13,1,116,273
0,3,17,1,84,130
1,2,4,1,0,65
0,1,96,2,79,58
0,1,3,1,0,150
1,1,76,1,321,175
1,2,5,3,4,250
1,5,1,3,0,100
0,1,0,1,0,40
1,2,0,1,22,200
0,5,1,1,0,150
0,1,18,3,146,70
1,4,4,2,0,175
0,2,0,1,0,115
1,7,3,1,128,185
0,6,0,1,0,31
1,1,73,1,183,80
1,3,59,2,88,160
1,3,2,1,5,119
1,4,1,1,0,93
0,1,9,1,310,76
1,3,82,2,269,199
0,3,138,4,315,50
0,3,90,1,247,57
1,4,47,1,320,170
0,1,2,1,0,35
1,2,11,1,217,150
1,2,1,3,282,695
1,2,0,1,365,295
2,2,158,3,324,76
0,1,14,1,12,68
0,7,1,1,281,66
1,2,22,1,0,175
0,3,9,2,322,29
0,3,10,1,48,180
1,4,12,2,0,90
1,4,0,1,0,350
0,1,73,4,171,79
0,1,0,1,359,75
0,3,0,2,0,55
1,3,4,1,69,100
0,5,9,1,0,39
0,1,16,1,0,60
0,1,14,4,0,80
0,1,12,1,90,75
0,3,14,1,9,60
0,7,3,2,0,110
0,2,98,1,326,52
1,3,0,1,0,110
1,2,2,1,0,85
0,1,54,1,341,125
1,1,0,1,0,150
0,2,8,2,365,56
1,2,15,1,0,125
1,3,28,1,158,146
0,1,2,1,0,300
1,3,58,1,0,145
1,2,1,1,35,145
0,2,0,1,98,65
1,3,33,1,44,85
0,7,0,1,0,50
0,3,10,1,88,85
0,1,13,1,0,49
1,10,8,1,277,102
1,1,2,1,0,180
0,2,4,1,0,75
1,2,9,1,0,70
0,2,1,1,0,89
1,2,62,2,131,123
0,1,158,2,78,149
1,4,1,1,188,175
0,1,149,4,215,103
1,5,152,1,281,160
1,3,0,1,361,450
1,1,4,1,3,70
1,1,142,3,11,105
0,2,0,3,314,55
0,1,7,1,0,95
0,1,1,1,0,62
1,1,229,3,89,135
0,1,1,1,0,90
0,1,39,1,0,125
0,1,0,1,0,45
0,2,10,1,0,100
0,1,0,1,0,30
0,1,0,1,0,40
1,3,125,2,61,120
0,1,0,1,0,80
0,1,58,2,10,90
1,1,1,1,81,199
1,3,1,1,0,100
2,2,0,1,166,400
1,6,0,1,0,200
1,1,81,2,141,49
1,7,35,1,283,199
0,1,14,2,0,85
1,4,4,2,0,200
1,2,1,1,0,200
0,4,43,3,58,55
1,3,4,1,49,250
1,6,23,1,0,220
0,2,83,1,276,40
0,7,1,1,0,65
0,2,11,4,3,35
1,2,48,2,171,169
1,2,0,1,32,300
0,1,275,1,45,80
0,1,35,2,80,75
1,4,1,1,0,224
1,4,15,2,341,98
0,1,15,1,149,99
0,1,0,1,0,50
0,1,7,1,0,40
0,2,66,4,180,50
0,2,7,1,0,55
0,1,3,1,0,75
0,3,0,1,0,52
0,1,4,2,365,58
0,3,4,2,128,75
1,5,129,1,286,199
1,5,5,1,101,188
0,1,0,1,0,40
1,5,55,3,235,149
0,1,9,1,0,120
0,1,103,1,19,60
0,2,13,1,364,75
1,3,227,1,173,92
1,2,51,1,242,149
1,5,25,1,0,210
0,7,1,1,45,125
1,5,0,2,363,400
0,1,3,1,0,125
0,7,17,1,66,50
1,3,33,1,128,225
0,1,0,1,0,70
1,1,1,1,0,112
0,1,2,2,0,59
0,7,1,1,0,50
0,2,1,1,0,100
0,1,32,2,95,57
1,1,0,1,7,75
0,2,1,2,0,90
1,3,193,1,344,249
0,1,1,1,0,100
1,10,9,1,0,80
0,1,2,1,278,34
1,1,0,1,0,150
0,7,0,1,0,90
1,3,2,1,0,140
2,1,0,1,0,45
0,8,1,1,19,170
0,2,0,1,0,250
0,10,0,1,0,40
0,1,0,1,365,1350
1,3,14,2,229,140
0,1,6,2,53,199
0,3,78,1,260,40
0,3,29,2,365,67
1,4,0,1,0,125
0,1,1,1,89,70
1,3,13,1,74,250
0,2,75,3,358,145
0,7,74,3,31,60
1,4,52,2,242,199
1,4,2,1,34,90
0,1,0,1,365,100
1,4,34,2,286,175
1,2,1,1,36,105
0,7,0,1,0,40
1,3,203,1,38,226
1,5,0,1,0,300
0,5,0,1,197,100
1,1,1,1,0,240
0,7,11,3,0,60
1,3,27,1,40,1195
0,1,4,1,84,40
1,5,0,1,0,130
0,2,0,1,365,60
0,1,0,1,0,70
0,2,14,1,0,80
1,3,11,1,0,175
1,2,4,1,0,135
1,2,110,1,124,225
1,2,167,1,261,180
1,1,7,1,0,70
0,2,4,1,0,46
0,1,25,1,0,85
0,2,12,2,0,60
0,3,1,1,189,45
0,2,21,3,0,65
0,3,19,3,354,99
0,1,66,3,120,60
0,1,1,1,88,75
0,1,6,2,3,45
1,4,4,1,17,190
1,5,8,1,82,300
1,2,1,1,0,85
0,1,0,3,221,90
0,1,0,1,365,200
0,2,12,1,26,130
1,1,50,2,257,96
1,3,7,1,28,175
1,1,0,1,111,250
0,1,53,1,341,49
1,2,0,1,17,225
1,3,24,1,308,170
0,4,25,1,249,75
1,2,10,1,165,519
1,2,5,1,0,125
0,2,53,1,55,52
1,1,3,1,12,165
0,2,112,1,271,55
0,1,163,3,61,60
0,2,2,2,0,60
1,1,5,2,0,175
0,1,274,3,308,79
0,2,28,1,296,99
1,4,2,1,0,150
1,4,8,1,279,299
0,2,21,1,16,35
1,4,0,1,127,150
0,1,0,1,0,295
0,1,4,1,0,125
1,3,5,1,0,99
0,1,2,1,0,99
0,1,2,1,363,65
1,1,0,1,0,149
1,3,73,1,329,200
0,1,12,1,85,195
1,2,11,1,0,100
1,1,0,1,0,215
0,7,2,1,0,50
1,3,13,1,7,100
1,2,0,1,3,100
1,1,0,1,0,115
1,2,70,1,132,125
1,2,131,1,26,170
0,2,65,1,58,60
1,2,22,1,1,244
1,3,2,2,18,330
0,3,119,1,3,30
1,1,36,1,354,1200
1,2,97,1,28,158
0,4,1,1,8,189
0,1,6,2,358,80
0,2,0,2,0,97
0,3,35,1,337,120
1,1,22,2,17,90
0,5,0,1,0,90
1,2,8,1,125,199
0,2,15,2,262,45
0,1,6,3,167,60
1,4,6,1,43,269
0,2,0,1,0,175
0,1,29,1,247,59
0,3,14,1,121,125
1,2,5,1,10,139
1,3,159,1,132,225
0,2,3,2,1,60
1,5,0,2,0,150
1,1,12,1,75,165
1,3,0,1,34,499
0,10,6,2,5,50
1,7,6,1,0,101
0,3,61,1,285,47
2,3,229,2,312,45
0,2,8,1,6,100
1,7,26,1,182,130
0,1,128,1,67,60
0,1,4,2,36,81
0,10,0,1,365,70
0,3,1,1,0,60
0,1,15,1,322,99
1,3,11,1,0,195
0,3,147,1,362,89
0,3,71,2,2,50
0,1,0,1,0,80
1,3,3,1,0,75
0,8,0,2,77,90
0,1,0,1,188,40
0,1,135,4,309,60
1,1,28,1,172,91
0,2,24,1,321,75
1,3,20,1,0,175
0,3,2,1,0,60
1,3,1,1,0,127
0,7,5,1,49,110
0,1,26,1,115,75
1,9,1,1,0,84
0,5,0,1,193,90
0,1,19,2,74,55
1,5,0,1,0,200
1,3,2,1,242,305
0,1,54,2,8,80
1,1,0,2,0,225
0,2,3,1,0,75
0,1,0,1,0,60
1,1,1,1,0,119
1,3,14,1,29,196
1,7,1,1,1,131
2,1,0,1,365,130
1,3,4,1,330,100
0,1,66,3,48,80
1,3,1,1,94,75
1,2,45,1,289,250
1,1,1,1,0,40
1,2,52,2,18,89
0,2,0,3,0,99
1,4,0,1,0,172
0,1,3,3,0,109
1,5,4,1,0,120
1,5,54,1,274,350
0,1,0,3,89,175
1,1,3,4,311,145
2,3,119,2,349,25
0,7,0,1,0,40
1,1,3,1,0,113
0,1,19,2,16,63
1,1,34,3,347,200
1,3,6,1,0,140
1,1,0,1,88,150
1,3,10,1,25,100
0,7,0,1,35,55
1,6,78,1,30,69
1,3,159,1,75,165
0,2,6,1,125,590
0,7,68,1,77,100
1,2,133,1,296,135
0,2,1,1,1,140
1,2,1,1,179,345
1,2,15,1,27,65
1,3,11,1,2,500
1,2,18,1,61,165
0,4,162,1,60,75
1,2,10,1,0,119
1,1,148,1,362,275
1,2,104,1,237,124
0,3,0,1,7,75
1,4,6,2,230,220
1,2,23,1,155,125
1,3,9,1,42,99
1,1,30,1,2,200
0,1,3,1,250,100
0,3,58,1,5,85
1,6,1,1,0,150
0,1,38,1,0,105
1,10,7,1,327,120
0,2,1,1,95,69
1,4,2,1,0,199
1,2,252,1,256,221
0,5,37,1,135,120
0,3,2,1,0,150
0,5,2,1,0,85
0,1,0,1,358,100
1,2,49,1,4,169
0,3,2,1,0,115
1,2,37,1,222,93
0,10,8,1,0,90
1,1,0,1,0,400
0,1,118,1,21,58
1,5,2,1,0,288
1,1,67,1,145,140
0,1,26,2,365,349
0,3,0,1,5,78
0,2,42,1,118,55
1,3,173,3,273,195
0,2,26,1,128,70
0,3,0,1,363,199
0,4,4,1,25,70
0,3,2,1,0,41
1,2,1,1,363,500
0,5,451,2,13,72
0,1,4,1,0,50
1,3,93,1,77,185
1,9,10,1,0,125
1,3,54,1,188,115
0,2,0,2,0,185
1,2,1,1,0,225
0,3,28,1,4,69
1,2,0,3,3,180
2,1,1,1,363,52
1,3,4,1,0,69
0,3,49,3,307,45
0,4,0,1,0,250
1,3,2,1,0,400
0,2,0,4,3,80
0,2,25,2,237,72
0,1,0,1,0,60
1,3,86,2,248,195
1,2,8,1,163,245
0,3,7,1,0,44
1,3,5,1,0,100
0,1,0,1,0,77
1,5,5,1,198,175
1,4,0,1,3,85
0,1,0,2,0,49
0,3,1,1,0,50
1,2,7,1,9,75
0,4,2,2,0,65
1,7,0,1,0,100
1,3,0,3,140,299
1,2,4,1,34,175
0,3,18,2,0,60
0,1,44,3,36,90
1,2,0,1,0,117
0,1,0,2,365,70
0,4,5,1,0,40
0,2,12,2,0,42
1,3,19,2,11,199
1,7,0,1,0,400
1,2,0,1,0,120
1,1,95,1,7,40
1,2,0,1,5,100
1,4,1,2,0,130
0,5,1,3,246,75
1,3,5,1,0,215
1,4,7,1,0,225
1,1,2,1,10,191
0,1,26,1,284,99
1,5,4,1,282,85
1,2,15,1,0,250
1,2,11,1,0,70
0,1,0,1,0,250
1,1,1,1,83,300
1,2,8,1,0,260
0,2,4,3,90,82
0,3,28,2,54,40
1,5,5,1,0,115
1,1,2,1,0,150
0,2,0,2,0,100
0,3,1,1,0,70
0,7,1,1,0,79
1,7,8,1,290,150
0,1,0,2,0,65
1,4,29,1,0,150
0,3,148,2,42,100
0,6,1,1,0,80
1,6,23,1,190,170
0,2,0,1,0,65
0,3,1,1,8,80
1,1,0,1,189,100
2,1,0,2,86,60
1,3,0,1,34,99
0,3,0,1,0,63
0,3,47,1,248,110
1,1,8,1,0,120
1,2,1,1,0,135
0,3,8,1,81,75
1,3,38,1,131,115
1,3,14,1,30,149
1,1,56,1,288,82
0,2,6,2,89,77
0,4,0,1,179,45
1,2,92,1,12,65
1,5,49,1,0,250
1,3,8,2,0,137
1,2,166,1,229,110
0,1,0,1,180,95
1,1,0,1,0,220
1,2,9,1,0,400
0,1,43,2,310,45
0,2,0,2,66,60
1,1,4,2,29,220
1,7,1,2,14,75
1,1,1,2,0,81
1,10,1,1,0,230
1,2,3,1,2,200
1,1,5,1,85,199
0,1,0,1,0,200
0,2,39,1,31,50
0,10,1,1,0,40
1,3,2,1,0,200
1,2,11,1,0,350
0,3,3,1,0,79
1,3,2,1,0,215
1,1,0,3,267,325
0,1,3,1,0,75
1,1,268,1,139,120
0,6,3,1,0,60
1,1,143,1,282,99
1,2,217,1,214,119
1,1,1,1,0,120
1,3,1,1,5,95
0,4,10,2,7,50
2,2,11,1,270,150
0,3,98,1,278,98
0,4,10,4,11,35
1,3,2,1,0,300
1,6,2,1,202,100
0,1,113,3,332,60
0,5,204,1,192,100
1,1,83,1,344,225
0,5,21,1,56,47
1,5,42,1,80,525
0,1,0,1,160,195
1,10,40,1,324,85
1,3,5,1,0,380
0,3,14,2,0,95
1,1,10,3,365,1000
0,1,28,1,21,60
1,4,0,1,0,109
0,1,2,1,0,65
1,1,8,1,0,200
0,2,21,1,1,35
1,3,10,1,207,350
0,1,1,1,87,235
1,7,1,1,0,75
1,3,0,4,220,299
1,4,29,2,0,224
1,4,6,1,0,110
1,1,3,1,0,220
1,4,3,1,0,86
1,4,0,1,0,499
0,2,2,1,11,80
1,1,1,3,210,180
1,2,7,1,0,150
1,7,0,1,0,150
0,1,45,1,7,75
1,2,1,2,5,100
0,1,4,1,0,99
1,1,131,1,321,390
0,2,11,1,338,43
0,1,2,4,79,60
0,2,21,2,0,65
0,3,8,1,0,55
0,2,7,1,0,55
0,7,3,2,360,45
0,3,76,2,89,60
1,3,33,2,116,140
0,3,5,1,0,48
0,1,0,1,55,59
1,6,1,1,0,300
0,1,1,1,0,155
0,2,0,2,356,85
0,4,1,1,0,77
0,1,1,1,0,64
0,4,30,2,0,60
0,1,6,1,0,65
1,1,38,2,122,165
0,1,1,1,82,75
2,1,59,1,90,48
0,1,0,1,341,85
1,2,269,2,167,174
1,2,136,1,10,225
1,7,1,1,0,119
0,2,1,1,0,102
1,1,0,1,0,260
0,3,3,2,343,87
1,2,328,1,234,144
1,5,0,1,0,200
1,4,13,3,272,245
1,1,0,1,0,82
0,2,55,4,246,97
0,2,2,1,10,90
1,2,14,1,28,195
0,1,175,4,44,96
