room_type,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,price
1,5,26,1,269,105
0,1,8,1,281,75
0,1,0,1,0,75
0,1,2,4,0,80
0,1,82,1,51,150
1,2,1,1,0,180
0,7,1,2,33,70
0,2,5,1,0,70
0,1,1,1,0,60
1,2,7,1,107,185
0,2,120,1,132,90
0,2,1,1,0,60
0,5,1,2,40,44
1,4,4,1,51,90
0,2,157,1,85,90
1,1,32,2,264,299
1,7,11,1,1,130
1,3,3,1,243,360
0,2,3,1,0,42
1,2,29,1,0,120
1,3,13,1,61,150
0,1,0,1,173,500
0,2,50,1,86,80
1,1,187,2,39,99
1,3,2,1,0,150
1,1,1,1,0,225
0,2,7,1,10,109
0,2,2,1,19,85
1,1,4,1,78,150
1,2,0,1,32,400
1,2,0,2,0,118
1,2,80,2,74,125
0,1,28,2,20,100
0,3,17,1,65,174
0,2,28,2,0,50
1,2,34,1,0,350
0,7,4,1,311,75
1,1,15,1,16,82
1,2,0,2,0,350
1,1,0,1,0,150
0,3,0,1,365,60
1,2,19,1,345,500
1,3,3,1,0,280
1,1,21,2,0,250
1,2,22,1,87,80
0,2,5,2,160,55
0,2,75,1,23,60
1,2,5,1,18,215
1,2,7,1,7,140
1,7,5,1,0,165
0,1,6,1,0,75
1,2,25,1,62,75
1,7,52,1,24,85
1,3,53,1,201,90
0,1,47,3,364,129
0,2,4,1,76,85
0,2,0,1,35,55
1,1,9,1,44,140
0,2,3,1,0,85
0,3,0,1,363,50
1,3,3,1,265,480
0,4,2,1,179,199
0,4,7,1,253,75
0,2,166,1,312,70
1,4,1,1,0,150
0,2,18,3,338,62
0,2,0,1,0,40
0,2,98,1,31,36
1,2,51,1,329,150
0,3,218,2,12,92
0,1,75,1,134,120
0,7,1,1,22,79
0,3,4,1,0,100
1,2,249,2,248,135
1,5,3,1,186,220
1,3,26,1,67,125
1,2,0,2,338,700
0,2,0,1,365,80
0,2,2,2,83,60
0,9,2,1,0,40
1,3,37,1,170,699
0,2,6,4,279,69
0,1,1,1,0,34
1,2,23,1,365,300
0,2,0,1,10,59
1,4,7,1,0,299
0,4,30,1,28,147
0,1,1,1,0,46
1,4,7,1,28,130
1,1,3,1,127,249
1,3,20,1,63,249
1,2,3,1,23,225
0,1,5,2,188,52
0,2,35,1,205,60
0,1,0,1,0,75
0,1,0,1,220,43
1,1,5,1,365,179
1,4,2,1,0,329
1,2,25,1,129,150
0,10,0,1,0,55
1,2,0,1,47,95
0,2,0,1,0,100
1,4,11,1,0,256
0,2,32,1,0,119
1,1,2,3,0,92
0,2,4,1,0,119
1,2,16,1,1,120
0,2,16,1,0,100
0,1,1,2,358,120
1,5,5,1,13,134
0,1,14,2,1,35
0,3,0,1,0,125
0,1,1,2,0,59
1,4,10,1,326,1000
0,2,4,2,349,55
0,4,24,4,355,140
1,4,1,1,0,150
1,2,0,1,365,1050
0,1,0,1,0,70
1,3,32,1,42,62
0,1,51,1,0,65
0,2,7,1,0,70
1,7,0,1,0,270
1,1,120,2,56,57
0,1,2,1,5,75
0,1,54,1,73,60
0,2,0,1,0,49
1,1,0,1,0,139
0,3,2,2,165,60
1,1,9,2,257,60
1,3,65,3,219,112
1,7,4,1,72,475
0,1,50,1,43,90
1,4,78,1,84,169
0,1,18,1,0,120
0,1,162,3,312,115
0,1,3,1,40,60
0,1,1,4,128,48
1,4,0,1,0,275
0,2,1,2,39,68
1,3,19,1,4,200
0,2,10,1,152,70
1,2,15,1,160,105
1,1,12,1,206,200
1,5,12,1,0,80
1,3,0,1,157,90
1,1,0,1,365,416
1,3,108,2,144,235
0,2,1,1,0,40
1,1,0,1,0,110
0,2,0,1,0,60
0,1,0,1,0,150
1,3,6,1,0,170
1,10,16,1,0,101
1,3,36,2,109,288
1,3,22,1,365,120
1,3,8,1,0,150
1,2,12,1,85,150
1,3,0,1,0,90
0,2,17,4,314,60
0,1,10,1,365,246
0,1,0,1,180,140
1,1,0,4,214,349
1,7,9,1,19,110
0,2,1,1,0,45
0,2,5,1,0,210
1,4,0,1,0,550
0,2,81,1,11,65
0,10,2,1,0,60
1,5,27,1,88,180
0,3,254,1,271,120
0,1,34,2,0,25
0,6,3,1,0,65
1,2,3,1,0,200
0,1,0,1,0,90
1,2,231,1,251,195
1,1,28,1,27,85
0,1,78,2,75,35
0,1,14,1,147,120
0,4,147,1,344,150
1,1,178,1,0,210
0,1,8,1,0,99
1,3,25,1,0,160
1,1,1,1,57,120
0,2,3,2,0,35
1,2,2,1,157,200
0,1,50,1,0,90
1,4,36,3,202,250
0,1,1,1,0,80
0,2,0,1,0,60
0,2,74,1,310,50
0,7,1,1,157,50
0,2,62,1,118,95
1,2,18,1,0,140
1,1,0,1,0,125
1,3,0,1,5,200
0,3,15,1,66,55
1,4,132,2,242,239
0,2,11,1,73,79
0,5,91,1,143,125
1,5,10,1,64,89
1,4,6,4,314,115
0,2,12,1,332,65
1,2,233,3,342,175
1,3,2,1,0,170
0,5,0,1,0,79
1,7,35,3,269,165
1,3,38,1,9,195
0,2,10,2,18,60
0,1,51,1,66,45
1,6,65,1,7,160
1,6,9,1,0,140
1,2,88,1,65,170
1,7,0,3,0,49
1,5,3,1,189,122
0,1,31,3,112,90
0,2,41,2,82,78
0,3,8,2,361,100
1,4,2,1,326,295
1,3,89,1,32,128
1,1,0,1,35,178
0,1,10,1,179,63
0,1,23,1,363,205
0,4,0,1,0,65
0,1,31,1,195,100
1,3,7,1,0,95
0,4,0,1,0,45
1,3,0,1,54,176
1,3,123,3,244,140
0,3,87,1,44,78
1,3,1,1,0,100
0,1,8,1,6,45
1,2,11,1,0,200
1,4,6,1,3,90
0,1,49,3,0,60
0,3,0,1,176,90
1,1,9,1,200,140
1,2,81,1,328,108
1,1,93,1,65,100
1,3,26,1,0,139
1,7,12,1,5,230
1,7,0,1,0,230
1,3,1,1,149,249
0,1,108,2,0,80
1,3,3,1,41,74
1,3,3,1,0,180
1,4,0,1,0,400
0,3,13,2,100,59
1,3,55,1,37,1000
0,2,23,4,60,60
1,2,51,1,83,130
1,3,19,1,72,107
0,3,0,2,14,169
0,1,35,1,94,60
0,3,2,1,50,60
0,1,85,1,54,53
0,7,0,2,0,75
1,2,21,1,48,150
1,1,2,2,159,160
1,2,1,1,0,175
1,5,10,1,0,200
0,2,59,2,232,70
0,3,1,1,365,120
1,5,56,1,18,128
1,7,11,1,225,250
0,3,0,1,21,75
1,1,91,1,169,690
0,1,6,4,0,35
0,3,0,1,0,119
1,3,5,2,0,180
1,1,8,4,63,480
0,1,0,1,0,55
1,1,7,1,0,375
0,1,439,2,238,85
0,4,12,2,175,79
1,7,3,1,0,105
0,2,0,1,0,62
2,4,1,2,0,60
0,1,190,2,178,85
1,5,40,1,70,250
0,1,0,1,364,90
1,3,14,1,19,115
1,3,34,1,258,225
0,1,19,2,177,80
0,4,84,3,365,135
1,3,47,1,0,200
1,2,61,1,0,150
1,3,2,3,0,175
0,1,3,3,0,91
1,1,0,1,0,250
1,4,1,1,0,140
1,3,0,1,3,47
1,3,8,1,0,117
0,7,0,1,0,69
0,1,2,1,0,45
1,4,2,1,0,79
1,7,0,1,247,125
1,5,5,1,0,100
1,2,4,1,91,500
0,2,23,3,363,85
0,4,41,2,119,80
0,2,2,1,89,120
1,2,192,1,234,64
1,2,6,2,0,100
0,5,1,1,0,50
0,5,59,4,250,35
1,2,4,1,14,120
0,3,241,1,287,91
0,1,16,3,0,150
1,4,11,1,15,100
1,2,1,1,0,105
0,2,9,2,191,105
1,2,0,2,0,176
0,4,1,1,0,105
0,3,7,3,319,35
0,3,2,1,364,150
0,7,38,1,10,65
1,1,0,1,0,150
1,3,7,1,0,117
0,5,12,1,0,85
0,5,1,1,0,43
1,7,2,1,0,66
1,2,0,2,22,100
1,4,60,1,247,85
1,1,0,1,50,195
1,3,5,1,0,149
0,4,0,1,22,115
0,3,4,2,8,45
1,4,0,1,0,295
0,7,0,1,222,70
1,2,1,1,2,175
1,4,3,1,0,139
1,2,69,1,58,195
0,7,21,1,0,63
1,4,8,4,161,400
1,6,23,1,0,260
1,4,5,1,1,110
2,1,0,1,365,200
0,3,4,2,0,165
0,1,177,3,180,80
2,3,6,1,0,99
0,3,13,1,298,75
0,1,17,2,155,159
1,7,0,1,56,160
0,2,0,3,365,100
0,1,3,3,119,44
1,1,6,1,0,150
1,1,2,1,0,250
1,2,8,2,11,150
0,1,83,2,37,31
0,1,16,1,49,50
1,2,126,1,256,499
0,1,107,1,0,65
1,2,3,1,0,173
0,2,9,3,0,110
0,3,8,1,0,63
0,2,4,2,325,60
1,5,0,1,0,325
1,5,1,2,51,85
0,1,3,1,0,70
1,8,79,1,78,250
0,5,0,1,269,150
0,1,7,1,0,45
0,1,1,1,0,91
0,2,101,1,284,100
1,5,2,1,90,225
1,1,1,1,0,179
0,1,134,1,343,40
0,1,41,1,3,110
0,2,0,1,0,70
1,1,0,1,0,575
2,4,0,1,12,165
0,2,6,1,50,55
0,7,16,1,221,40
1,1,2,1,151,500
0,1,0,2,35,145
0,1,3,2,0,50
0,3,0,1,24,79
1,2,3,1,28,250
1,6,55,1,97,180
1,1,0,1,0,110
0,6,0,1,0,90
1,3,38,1,31,215
1,3,0,2,21,90
0,2,4,2,0,65
1,1,54,2,137,175
0,7,15,1,213,69
1,2,16,1,358,135
1,1,3,1,0,120
1,5,0,2,0,90
1,1,1,2,360,450
0,3,1,1,0,61
0,10,0,1,0,100
0,2,1,1,0,38
1,3,44,1,48,288
1,5,0,1,0,190
0,3,0,1,0,55
1,3,73,2,259,150
0,3,2,2,364,65
1,2,7,1,4,150
0,3,9,1,0,200
1,1,4,1,0,120
1,6,2,1,0,150
0,1,0,1,14,49
0,3,14,1,0,45
0,5,2,1,0,55
0,3,0,3,0,125
0,5,34,1,7,34
0,2,0,1,0,50
1,2,1,1,266,125
0,1,1,1,0,55
1,1,4,1,0,200
0,3,2,1,0,55
0,2,1,2,0,50
1,1,0,1,0,113
1,1,108,3,216,210
1,3,12,1,0,80
1,3,2,3,363,400
0,1,1,1,1,100
1,3,5,1,0,110
1,2,2,1,0,250
1,2,4,1,322,595
1,1,9,1,0,120
0,2,0,1,0,100
1,3,9,1,0,160
0,3,18,1,0,70
0,1,0,1,0,35
1,3,0,1,0,188
1,4,15,1,13,352
1,2,0,1,0,110
1,3,14,2,153,150
1,3,19,1,0,155
0,5,9,2,336,75
0,1,10,4,181,125
1,2,11,1,247,395
1,3,88,1,248,110
0,1,1,1,0,70
0,1,9,4,334,89
0,5,8,1,314,44
1,7,38,1,205,200
0,1,2,2,0,90
1,10,2,1,81,160
1,7,11,1,3,75
1,3,19,1,0,95
0,1,1,1,51,50
0,3,8,1,0,80
0,1,2,1,0,110
1,4,21,1,98,95
1,3,9,1,0,100
0,1,0,1,0,100
1,3,2,1,0,150
2,2,13,2,361,27
1,5,10,1,191,70
1,6,1,1,128,200
1,2,61,1,0,145
1,3,41,3,181,200
0,3,87,2,305,65
1,7,1,1,0,120
1,3,0,1,0,419
1,2,34,4,0,599
0,1,18,1,142,70
1,1,1,1,0,220
1,1,14,1,0,125
0,3,19,1,42,145
0,2,1,1,342,180
2,1,104,1,333,62
1,3,1,1,0,250
1,5,5,1,0,200
1,2,3,1,34,150
1,1,9,2,116,80
0,1,4,3,0,45
0,4,2,1,0,100
1,4,11,1,0,200
0,7,0,1,0,40
1,2,22,1,109,308
1,7,0,1,0,110
1,1,30,1,284,149
1,3,104,1,293,275
0,1,12,2,90,113
0,1,0,1,0,125
1,3,18,3,237,89
1,1,3,1,34,235
0,3,8,1,359,100
1,1,8,1,141,225
0,4,0,1,0,70
1,2,4,1,0,157
0,5,1,1,33,49
1,1,2,1,365,5000
0,1,2,2,169,40
0,6,2,1,0,95
1,3,0,1,0,160
1,5,8,1,9,199
1,5,35,2,303,120
0,2,1,2,0,65
1,4,3,1,4,100
1,1,23,1,0,250
1,1,34,1,7,375
1,3,0,1,107,299
0,2,1,4,338,125
1,2,149,1,0,120
1,1,1,1,0,160
1,2,4,1,365,200
0,1,1,1,0,350
0,1,8,1,0,55
1,2,3,1,0,127
0,4,0,1,0,38
0,1,100,1,280,75
1,1,198,1,21,129
0,2,209,1,283,120
0,1,0,1,26,60
1,2,15,1,33,159
0,4,5,2,360,29
1,2,68,3,43,200
1,2,62,1,19,290
1,1,23,1,189,120
0,4,5,2,0,110
1,2,10,1,3,120
1,2,17,1,9,130
1,2,0,1,0,350
1,4,0,1,0,150
1,1,0,1,365,210
1,1,130,1,328,180
1,5,16,1,0,99
1,5,10,1,8,160
1,10,4,1,258,105
0,2,0,4,316,129
1,6,28,1,365,525
1,3,80,2,69,120
1,3,0,1,0,170
0,5,81,4,0,41
0,2,1,2,362,150
0,1,2,1,89,115
0,3,52,2,0,80
2,1,7,1,90,80
1,1,13,1,69,200
1,2,8,1,34,200
0,1,0,1,293,100
1,3,13,1,0,125
1,1,15,1,170,90
0,2,1,1,365,60
0,2,45,1,0,70
0,1,0,1,0,100
0,2,9,1,342,95
1,2,74,1,243,289
1,4,5,1,13,175
2,1,1,1,365,75
0,2,9,1,0,65
1,4,0,1,6,100
0,2,4,1,0,29
0,7,0,1,365,100
1,5,0,1,0,245
1,3,15,1,36,190
0,1,2,3,249,58
0,3,1,1,0,60
0,2,14,4,320,79
1,3,0,1,10,250
1,4,18,1,30,140
0,1,67,2,170,69
0,2,61,1,264,110
0,1,89,1,268,75
1,8,6,1,0,99
0,1,42,1,23,100
1,7,8,1,342,225
0,2,6,3,365,100
1,4,3,1,4,210
0,1,35,1,52,65
0,1,1,1,167,85
0,2,1,1,86,100
1,3,5,1,26,400
1,2,2,1,0,198
2,1,20,3,354,100
1,1,48,3,321,150
0,3,13,2,208,85
1,2,10,1,0,195
0,2,79,2,11,135
0,2,0,2,10,89
1,2,5,1,0,179
1,7,2,1,142,210
0,1,3,1,0,55
0,3,0,1,0,65
0,2,4,1,67,85
0,1,200,1,58,80
1,2,1,1,0,160
1,3,18,1,70,155
1,3,2,1,15,200
1,3,1,1,90,180
1,1,12,1,325,450
0,2,53,2,344,160
1,5,16,1,67,395
0,1,3,1,0,52
1,3,17,1,0,150
0,1,1,1,0,60
1,1,11,3,33,195
0,2,1,1,35,69
0,7,13,1,93,40
1,7,43,1,0,175
1,1,0,1,0,400
0,2,0,1,350,250
1,1,246,1,323,333
1,4,4,1,0,190
1,4,15,1,5,205
0,1,3,1,0,36
0,2,0,1,0,47
1,3,0,1,0,350
0,3,3,4,357,389
0,2,11,1,227,85
0,7,2,1,66,25
1,2,21,1,0,300
0,2,6,1,0,40
0,1,90,1,0,49
1,2,0,1,0,87
0,1,0,1,0,50
1,2,20,1,0,61
0,1,44,3,365,85
0,1,22,1,70,75
1,3,8,1,0,125
1,2,2,1,0,116
0,4,32,1,365,129
0,2,53,1,88,55
0,1,11,4,347,75
1,2,9,1,0,95
0,7,2,1,335,95
0,3,1,1,0,130
1,3,25,1,0,199
1,2,13,1,247,65
0,3,1,1,341,50
1,3,21,1,327,200
0,1,57,3,39,39
0,4,4,3,291,120
1,3,82,1,284,107
1,1,12,1,5,66
0,1,1,1,365,89
1,3,1,1,0,200
1,1,0,1,0,150
1,4,0,1,0,175
1,1,101,2,341,219
0,2,1,2,0,50
1,2,9,1,0,250
0,1,0,1,0,85
0,7,0,1,0,49
0,7,0,1,0,45
1,1,237,1,71,120
1,2,0,1,0,109
1,2,4,1,0,150
0,2,22,1,0,89
0,1,0,1,0,65
1,2,55,1,86,120
0,5,2,2,55,68
0,2,0,1,89,100
1,2,22,1,341,300
1,1,106,1,310,140
0,1,19,1,0,100
0,4,10,1,26,80
0,4,0,1,16,70
1,3,93,1,89,105
0,2,21,1,0,130
0,1,4,1,0,25
1,3,144,1,249,98
0,1,17,4,227,75
1,4,0,1,0,280
1,7,46,1,0,100
0,1,85,4,0,60
1,1,1,1,0,70
0,7,1,3,0,45
0,1,2,4,9,60
0,2,32,1,20,90
1,2,5,1,0,350
1,2,64,1,32,1067
0,1,56,2,359,35
0,1,23,3,8,75
0,1,0,1,351,125
1,4,2,1,0,209
1,3,0,1,0,125
0,5,8,2,0,36
0,7,4,2,0,165
1,4,2,1,1,425
0,1,1,1,179,50
1,3,38,1,122,175
1,5,2,1,49,85
1,1,0,1,349,235
0,2,41,1,353,65
1,5,23,1,179,700
0,1,28,1,163,65
0,2,1,1,0,59
1,1,39,4,150,149
1,3,184,1,84,250
1,3,8,1,0,110
1,2,11,1,117,142
1,1,0,1,0,75
0,2,3,1,0,70
1,2,34,1,0,250
1,7,6,1,0,90
1,7,4,1,36,145
1,7,11,1,1,85
0,1,1,4,90,45
1,5,53,1,30,278
1,2,5,1,0,75
0,1,35,2,59,79
1,1,0,1,0,91
1,3,12,1,0,575
0,1,12,1,59,80
0,2,87,4,242,90
0,1,2,1,0,80
1,3,7,1,0,150
0,1,3,1,0,85
1,2,3,1,0,180
1,1,3,1,362,229
1,7,0,1,0,225
1,4,9,1,132,150
0,1,97,2,0,38
0,3,9,4,126,65
1,3,1,1,0,200
1,1,16,1,178,150
1,2,25,1,180,120
0,2,58,1,24,65
1,3,4,1,2,115
1,2,5,1,3,450
0,5,3,1,179,60
1,5,5,1,0,99
0,2,31,2,20,70
0,3,13,1,83,55
1,1,0,4,177,2000
1,2,101,1,0,145
1,2,0,1,83,455
0,1,9,1,364,80
0,3,95,1,336,40
1,4,0,1,176,185
0,4,99,2,11,84
0,1,9,1,0,30
1,5,4,1,0,115
1,4,9,1,9,200
0,5,2,2,71,90
0,2,10,2,0,70
1,1,0,1,0,75
0,4,1,1,0,55
0,1,32,1,86,69
1,5,0,1,0,275
1,2,0,2,0,145
0,5,3,1,0,47
1,1,0,1,0,120
0,5,1,1,0,53
0,7,1,1,0,46
1,3,14,1,0,140
1,2,4,1,12,111
0,4,0,1,365,400
0,10,23,1,8,90
1,7,2,1,0,180
1,3,63,1,354,200
1,6,0,1,0,300
1,10,4,1,31,260
0,1,8,1,131,95
0,1,11,1,0,100
1,3,3,1,42,150
0,1,0,1,0,80
1,3,6,1,0,180
1,1,12,1,0,125
0,3,0,1,5,129
0,1,63,2,18,29
0,3,0,1,0,75
0,2,52,2,365,55
1,1,1,1,0,127
0,7,35,1,312,90
1,1,12,1,0,170
0,2,166,1,8,80
1,3,8,1,10,180
1,2,29,1,0,280
1,7,58,1,36,300
0,5,5,1,0,55
1,7,0,1,34,250
1,10,2,1,0,189
0,2,28,1,84,40
0,1,0,1,0,46
1,3,15,3,293,190
2,1,0,1,83,299
1,2,3,1,0,200
1,1,0,1,4,181
1,1,0,2,328,395
0,7,0,1,89,110
1,2,0,1,25,129
0,7,7,1,364,50
1,3,4,1,0,165
0,2,13,1,33,60
0,2,7,1,14,69
0,4,0,1,0,129
0,3,0,1,129,50
1,2,9,1,0,100
1,1,57,2,53,65
0,1,0,1,0,40
0,1,1,2,24,59
1,1,2,1,0,325
1,2,42,1,258,150
1,4,1,1,0,150
1,2,1,1,0,150
0,1,2,1,269,100
0,2,8,3,50,45
1,3,123,3,248,190
0,2,10,1,6,55
1,1,1,1,0,69
1,2,0,1,0,500
0,1,0,1,83,100
0,3,3,1,0,62
1,2,103,1,299,198
1,2,68,1,63,189
1,6,0,1,9,700
0,2,0,1,0,80
0,1,5,1,0,35
1,3,49,1,350,299
0,2,7,1,89,110
1,2,144,1,217,240
0,3,2,1,0,90
0,5,3,1,0,66
1,1,2,1,80,600
1,2,6,1,0,55
0,1,107,3,69,49
1,2,106,1,210,130
0,3,3,1,0,75
1,2,3,1,0,195
1,1,2,1,0,95
1,2,15,1,0,200
0,1,254,1,118,80
1,3,2,1,0,180
1,1,6,2,352,225
0,1,0,1,0,70
0,1,151,1,22,90
0,1,6,1,0,80
1,4,1,1,0,80
1,1,0,1,0,200
0,1,1,2,363,30
1,4,6,1,27,299
1,2,132,1,244,85
1,4,1,3,0,150
0,3,19,1,0,122
0,2,136,1,296,67
0,1,244,4,189,62
1,3,24,1,337,200
1,4,5,1,0,120
0,3,28,1,0,104
1,3,1,1,0,399
0,3,4,2,7,99
0,1,2,3,281,79
1,1,16,4,301,155
1,1,24,1,236,150
0,2,24,3,149,150
0,2,3,2,0,175
1,1,90,3,326,200
0,3,0,1,0,60
0,7,9,2,332,65
1,2,65,1,59,135
1,2,1,1,0,150
0,3,80,1,112,100
0,4,11,2,365,99
1,1,4,1,0,75
0,5,1,1,157,75
1,2,14,1,32,260
1,3,0,1,0,350
0,1,3,2,37,59
0,3,4,2,0,75
1,2,2,1,320,489
1,2,7,1,328,278
0,1,3,1,0,60
1,1,78,1,343,115
1,2,12,1,2,100
1,5,13,1,0,78
1,1,8,1,0,220
0,1,0,2,365,128
0,2,2,4,349,75
1,7,131,1,111,140
1,5,1,1,0,149
1,3,7,1,358,399
1,3,32,1,0,80
0,2,15,1,57,56
2,1,0,1,365,160
1,7,100,1,235,219
1,5,8,1,0,135
0,2,9,1,0,80
1,2,17,1,0,200
0,1,144,2,340,70
1,1,0,1,0,250
0,2,69,3,0,89
0,1,28,1,36,69
0,5,10,1,348,80
1,2,213,1,288,150
0,1,96,1,0,119
0,2,5,1,0,55
1,1,26,1,149,243
0,3,1,1,0,30
1,2,6,1,0,100
1,5,25,3,43,80
1,4,0,1,0,225
1,3,8,1,0,220
1,6,0,1,14,795
0,2,53,1,350,100
1,2,5,1,70,160
0,5,1,1,0,50
1,5,108,2,318,433
0,2,62,1,320,90
1,1,36,3,171,199
0,1,7,3,310,37
0,1,73,2,30,80
0,1,1,1,0,35
0,3,0,1,362,80
0,2,43,1,120,100
1,5,24,1,42,225
0,2,8,2,0,275
1,4,2,1,0,145
1,2,2,1,24,75
0,3,2,1,0,65
0,2,118,2,45,50
0,1,2,3,351,75
1,2,3,2,22,330
0,2,23,1,178,76
1,2,0,1,0,300
1,1,27,1,339,225
1,2,9,1,129,149
1,3,30,1,3,115
0,1,122,4,340,42
1,2,103,1,235,200
0,1,219,3,353,40
0,1,179,2,350,52
1,3,6,1,8,100
2,1,23,2,364,50
1,4,19,1,0,250
1,1,34,2,182,190
1,3,0,1,0,80
1,2,179,2,228,173
0,3,50,3,98,50
1,4,42,1,117,615
1,2,39,1,330,500
1,1,0,1,0,197
1,1,93,1,311,99
0,7,34,1,140,70
1,5,17,1,331,70
0,3,3,2,178,80
1,2,68,1,247,85
0,7,4,1,225,50
1,3,73,1,120,150
0,2,167,2,162,50
0,5,0,1,0,51
1,7,3,1,353,146
0,1,2,1,0,71
0,7,0,1,0,80
1,1,8,1,0,99
0,3,165,2,181,145
2,3,4,1,76,79
0,3,30,1,42,60
1,1,37,2,172,99
1,5,1,1,43,86
1,1,3,1,0,120
0,3,7,1,0,50
1,3,0,1,0,99
0,3,5,1,0,70
1,2,107,1,46,484
0,3,0,1,365,72
0,3,5,1,0,70
1,7,77,3,74,80
0,1,95,2,261,62
0,1,209,1,9,97
1,3,8,1,66,150
0,1,0,1,0,75
2,7,0,1,0,130
2,2,37,1,1,42
0,2,8,1,177,175
0,3,16,1,139,68
1,4,10,1,26,135
0,3,5,2,179,109
1,7,2,1,0,195
0,1,17,1,157,65
1,7,10,1,68,150
0,2,41,3,180,69
0,1,16,2,179,109
0,3,3,1,238,274
1,1,16,1,0,150
0,4,219,1,30,90
1,3,1,1,39,200
1,2,1,1,0,300
1,1,3,1,0,74
1,2,0,1,0,135
1,2,14,1,33,195
0,1,1,1,0,39
1,3,153,1,174,181
1,3,79,1,257,110
0,1,0,2,70,89
0,2,36,1,3,115
0,1,1,1,0,50
0,3,4,1,0,55
1,2,0,1,32,222
0,4,0,1,6,75
1,2,8,1,0,125
1,1,2,1,0,101
0,1,55,1,63,62
1,6,5,1,41,349
1,2,0,1,5,95
1,2,13,1,0,103
0,3,9,1,329,79
1,4,94,1,27,130
1,2,70,1,71,125
0,1,188,1,158,110
1,2,0,1,0,86
0,1,2,2,260,75
1,2,100,1,91,115
0,1,74,3,358,30
1,2,0,1,0,200
1,2,6,2,267,200
0,1,6,1,52,60
1,2,3,1,0,300
0,4,0,1,365,200
1,3,0,1,87,280
1,4,6,1,92,250
1,1,5,1,264,175
0,7,0,1,0,80
1,3,0,1,0,250
0,2,5,4,87,40
1,7,8,1,176,325
0,1,1,1,0,62
1,2,1,2,161,124
1,3,12,3,261,360
1,1,25,1,158,190
0,1,190,1,188,50
1,1,0,2,360,250
1,5,11,1,34,250
1,1,62,1,151,112
0,1,4,1,88,70
0,7,19,2,245,120
1,2,0,1,0,150
1,4,7,3,54,175
1,2,54,1,64,75
0,2,11,1,88,58
0,1,0,1,0,50
2,1,9,2,365,47
0,1,0,1,0,70
0,3,20,1,98,110
1,3,6,1,0,80
1,7,1,1,43,73
2,1,0,1,0,200
1,2,1,1,0,200
1,3,37,1,258,170
0,1,1,1,0,75
1,3,12,1,97,85
1,4,5,1,0,165
0,2,12,1,0,65
1,1,8,1,0,100
1,3,1,1,170,149
0,5,52,1,8,48
1,2,0,1,55,315
0,6,0,1,0,40
1,6,46,1,69,71
0,1,100,1,2,50
0,5,0,2,0,45
1,3,9,3,298,120
0,1,4,2,250,40
0,2,28,2,38,37
1,2,7,1,341,149
0,2,8,1,8,65
1,2,1,1,0,100
1,2,11,1,280,180
2,1,12,2,51,34
0,1,14,3,326,132
1,3,38,1,138,149
1,2,12,1,13,450
1,5,10,1,0,100
1,1,8,1,88,89
1,3,8,1,3,95
1,3,126,1,228,140
1,1,2,3,0,106
0,1,75,1,125,99
0,1,1,3,89,100
0,1,4,1,341,60
1,1,0,1,0,190
0,3,49,1,0,45
1,2,0,1,19,170
0,6,40,1,313,70
0,1,5,3,361,80
0,2,2,1,0,110
1,2,3,1,0,275
1,3,5,1,320,550
1,1,8,1,7,140
0,1,1,1,0,75
0,2,54,4,179,30
1,1,17,1,11,185
0,2,5,1,0,50
1,6,3,1,25,110
0,1,0,1,0,48
1,2,64,1,358,139
1,3,2,1,0,225
0,1,0,1,0,35
0,4,106,1,113,91
1,5,0,1,67,165
0,1,51,1,341,37
1,3,6,1,21,60
1,2,192,1,132,110
0,5,107,2,133,90
0,2,7,3,0,60
0,1,41,1,0,120
0,7,2,1,0,85
1,3,50,1,199,550
1,6,1,1,0,180
1,3,2,1,339,189
1,3,13,1,0,145
1,7,0,1,0,300
0,3,9,3,219,150
1,2,14,1,28,250
1,2,123,1,235,235
0,3,79,1,107,99
1,3,50,1,96,100
1,2,94,2,272,295
0,3,153,1,238,80
1,3,8,1,0,135
0,1,21,1,89,82
1,4,17,1,0,154
0,2,14,2,342,100
0,2,4,1,0,70
0,1,70,1,1,34
1,3,2,1,0,75
0,3,1,1,0,655
0,1,87,1,8,70
0,1,47,3,0,55
0,3,13,1,48,70
0,3,39,1,0,90
0,2,18,1,310,55
0,1,63,2,30,55
0,2,247,1,60,95
2,1,26,1,141,40
1,2,8,1,1,125
1,1,124,1,359,280
0,5,2,1,0,101
1,3,3,1,0,120
1,1,14,1,0,199
1,3,28,1,11,94
0,1,1,2,0,83
1,3,135,3,192,140
1,6,0,1,55,169
1,3,4,1,0,130
1,1,14,1,2,150
0,7,1,1,0,35
1,7,1,1,0,120
1,4,3,1,75,399
1,1,1,2,0,150
1,2,22,1,0,68
0,1,31,3,134,65
1,5,12,1,236,176
0,2,31,2,273,50
1,2,8,2,3,200
0,3,14,1,42,22
1,4,2,1,0,111
1,4,8,3,6,100
2,1,0,4,365,30
0,1,97,1,25,59
1,4,8,1,52,245
1,2,8,1,176,299
0,2,2,1,0,75
1,2,4,1,0,100
0,2,2,1,43,100
1,4,0,2,0,100
0,2,1,1,0,110
0,3,3,1,0,108
1,2,8,4,297,250
0,2,10,1,10,42
0,2,5,1,6,130
0,3,3,1,0,37
1,3,18,3,0,389
1,4,68,1,5,131
0,1,0,1,0,90
0,5,1,1,0,2000
